state,county,total_Eligible,total_Other,"total_Ineligible, Ownership Not Verified",percent_Eligible,percent_Other,"percent_Ineligible, Ownership Not Verified"
TX,Coryell (County),52,837,35,5.6,90.6,3.8
TX,Cottle (County),,1,,,100,
TX,Crane (County),,4,,,100,
TX,Crockett (County),,2,,,100,
TX,Culberson (County),,2,,,100,
TX,Dallam (County),,1,,,100,
TX,Dallas (County),6155,38755,1059,13.4,84.3,2.3
TX,Dawson (County),,15,,,100,
TX,Deaf Smith (County),,9,,,100,
TX,Delta (County),,2,,,100,
TX,Denton (County),538,7531,144,6.6,91.7,1.8
TX,DeWitt (County),106,1464,76,6.4,88.9,4.6
TX,Dimmit (County),,3,,,100,
TX,Donley (County),,1,,,100,
TX,Duval (County),121,257,119,24.3,51.7,23.9
TX,Eastland (County),98,286,39,23.2,67.6,9.2
TX,Ector (County),86,668,69,10.4,81.2,8.4
TX,El Paso (County),,923,,,100,
TX,Ellis (County),251,1946,106,10.9,84.5,4.6
TX,Erath (County),50,389,30,10.7,82.9,6.4
TX,Falls (County),90,383,62,16.8,71.6,11.6
TX,Fannin (County),52,322,32,12.8,79.3,7.9
TX,Fayette (County),184,798,27,18.2,79.1,2.7
TX,Fisher (County),,1,,,100,
TX,Floyd (County),,5,,,100,
TX,Foard (County),,1,,,100,
TX,Fort Bend (County),6144,71823,925,7.8,91,1.2
TX,Franklin (County),,2,,,100,
TX,Freestone (County),58,302,41,14.5,75.3,10.2
TX,Frio (County),7,37,4,14.6,77.1,8.3
TX,Gaines (County),18,57,5,22.5,71.2,6.2
TX,Galveston (County),7141,45576,872,13.3,85,1.6
TX,Gillespie (County),47,482,25,8.5,87,4.5
TX,Goliad (County),75,1086,62,6.1,88.8,5.1
TX,Gonzales (County),34,672,59,4.4,87.8,7.7
TX,Gray (County),,21,,,100,
TX,Grayson (County),189,1663,82,9.8,86,4.2
TX,Gregg (County),208,1225,95,13.6,80.2,6.2
TX,Grimes (County),287,1204,189,17.1,71.7,11.2
TX,Guadalupe (County),149,1204,79,10.4,84.1,5.5
TX,Hale (County),,32,,,100,
TX,Hall (County),,1,,,100,
TX,Hamilton (County),,7,,,100,
TX,Hansford (County),,3,,,100,
TX,Hardeman (County),,3,,,100,
TX,Hardin (County),1890,8703,262,17.4,80.2,2.4
TX,Harris (County),63647,556308,8885,10.1,88.5,1.4
TX,Harrison (County),351,1249,156,20,71.1,8.9
TX,Haskell (County),,2,,,100,
TX,Hays (County),1227,3012,113,28.2,69.2,2.6
TX,Hemphill (County),,1,,,100,
TX,Henderson (County),259,1346,187,14.5,75.1,10.4
TX,Hidalgo (County),4688,18783,2565,18,72.1,9.9
TX,Hill (County),76,320,39,17.5,73.6,9
TX,Hockley (County),,11,,,100,
TX,Hood (County),159,616,51,19.2,74.6,6.2
TX,Hopkins (County),,21,,,100,
TX,Houston (County),55,509,51,8.9,82.8,8.3
TX,Howard (County),50,242,34,15.3,74.2,10.4
TX,Hudspeth (County),,2,,,100,
TX,Hunt (County),102,790,81,10.5,81.2,8.3
TX,Hutchinson (County),,8,,,100,
TX,Irion (County),,1,,,100,
TX,Jack (County),,1,,,100,
TX,Jackson (County),69,2417,63,2.7,94.8,2.5
TX,Jasper (County),403,4383,245,8,87.1,4.9
TX,Jefferson (County),12215,68613,1160,14.9,83.7,1.4
TX,Jim Hogg (County),51,214,14,18.3,76.7,5
TX,Jim Wells (County),438,2303,452,13.7,72.1,14.2
TX,Johnson (County),201,1340,123,12.1,80.5,7.4
TX,Jones (County),25,126,30,13.8,69.6,16.6
TX,Karnes (County),52,457,46,9.4,82.3,8.3
TX,Kaufman (County),190,1482,77,10.9,84.7,4.4
TX,Kendall (County),20,323,13,5.6,90.7,3.7
TX,Kerr (County),,164,9,,94.8,5.2
TX,Kimble (County),,1,,,100,
TX,Kinney (County),,2,,,100,
TX,Kleberg (County),95,1920,140,4.4,89.1,6.5
TX,Knox (County),,3,,,100,
TX,La Salle (County),,3,,,100,
TX,Lamar (County),2,172,4,1.1,96.6,2.2
TX,Lamb (County),,8,,,100,
TX,Lampasas (County),,1,,,100,
TX,Lavaca (County),33,598,29,5,90.6,4.4
TX,Lee (County),41,257,17,13,81.6,5.4
TX,Leon (County),26,207,33,9.8,77.8,12.4
TX,Liberty (County),2782,12481,1091,17,76.3,6.7
TX,Limestone (County),94,438,61,15.9,73.9,10.3
TX,Lipscomb (County),,1,,,100,
TX,Live Oak (County),,3,,,100,
TX,Llano (County),16,172,15,7.9,84.7,7.4
TX,Lubbock (County),213,1726,114,10.4,84.1,5.6
TX,Lynn (County),,2,,,100,
TX,Madison (County),39,198,28,14.7,74.7,10.6
TX,Marion (County),47,135,7,24.9,71.4,3.7
TX,Martin (County),,1,,,100,
TX,Matagorda (County),414,10059,266,3.9,93.7,2.5
TX,Maverick (County),139,882,154,11.8,75.1,13.1
TX,McCulloch (County),,4,,,100,
TX,McLennan (County),491,3523,150,11.8,84.6,3.6
TX,McMullen (County),,2,,,100,
TX,Medina (County),48,307,44,12,76.9,11
TX,Menard (County),,2,,,100,
TX,Midland (County),,89,,,100,
TX,Milam (County),35,369,40,7.9,83.1,9
TX,Mills (County),,2,,,100,
TX,Mitchell (County),,1,,,100,
TX,Montague (County),48,287,26,13.3,79.5,7.2
TX,Montgomery (County),5395,27974,1624,15.4,79.9,4.6
TX,Moore (County),,12,,,100,
TX,Morris (County),,2,,,100,
TX,Nacogdoches (County),125,1504,111,7.2,86.4,6.4
TX,Navarro (County),325,1162,110,20.4,72.8,6.9
TX,Newton (County),1061,2378,228,28.9,64.8,6.2
TX,Nolan (County),,14,,,100,
TX,Nueces (County),2521,59023,1522,4,93.6,2.4
TX,Ochiltree (County),,1,,,100,
TX,Oldham (County),,2,,,100,
TX,Orange (County),8288,25940,684,23.7,74.3,2
TX,Palo Pinto (County),72,255,31,20.1,71.2,8.7
TX,Panola (County),67,284,40,17.1,72.6,10.2
TX,Parker (County),161,1160,120,11.2,80.5,8.3
TX,Parmer (County),,5,,,100,
TX,Pecos (County),,2,,,100,
TX,Polk (County),270,2750,260,8.2,83.8,7.9
TX,Potter (County),,280,,,100,
TX,Presidio (County),,1,,,100,
TX,Rains (County),,2,,,100,
TX,Randall (County),,27,,,100,
TX,Red River (County),3,25,1,10.3,86.2,3.4
TX,Reeves (County),,2,,,100,
TX,Refugio (County),370,2342,65,13.3,84.3,2.3
TX,Robertson (County),26,118,24,15.5,70.2,14.3
TX,Rockwall (County),72,867,13,7.6,91.1,1.4
TX,Runnels (County),,2,,,100,
TX,Rusk (County),123,758,95,12.6,77.7,9.7
TX,Sabine (County),33,380,64,6.9,79.7,13.4
TX,San Augustine (County),,3,,,100,
TX,San Jacinto (County),744,2780,379,19.1,71.2,9.7
TX,San Patricio (County),1604,16574,628,8.5,88.1,3.3
TX,San Saba (County),,1,,,100,
TX,Scurry (County),20,86,15,16.5,71.1,12.4
TX,Shackelford (County),,6,2,,75,25
TX,Shelby (County),127,618,92,15.2,73.8,11
TX,Smith (County),486,3211,249,12.3,81.4,6.3
TX,Somervell (County),,2,,,100,
TX,Starr (County),92,145,4,38.2,60.2,1.7
TX,Stephens (County),57,154,29,23.8,64.2,12.1
TX,Sutton (County),,1,,,100,
TX,Swisher (County),,4,,,100,
TX,Tarrant (County),4346,29129,713,12.7,85.2,2.1
TX,Taylor (County),132,949,63,11.5,83,5.5
TX,Terry (County),,9,,,100,
TX,Titus (County),,26,,,100,
TX,Tom Green (County),97,602,56,12.8,79.7,7.4
TX,Travis (County),1342,13175,264,9.1,89.1,1.8
TX,Trinity (County),88,307,78,18.6,64.9,16.5
TX,Tyler (County),210,1912,210,9,82,9
TX,Upshur (County),76,312,45,17.6,72.1,10.4
TX,Uvalde (County),,22,,,100,
TX,Val Verde (County),110,443,67,17.7,71.5,10.8
TX,Van Zandt (County),147,561,68,18.9,72.3,8.8
TX,Victoria (County),1182,19776,383,5.5,92.7,1.8
TX,Walker (County),338,3117,231,9.2,84.6,6.3
TX,Waller (County),788,3784,213,16.5,79.1,4.5
TX,Ward (County),,5,,,100,
TX,Washington (County),165,989,59,13.6,81.5,4.9
TX,Webb (County),186,783,55,18.2,76.5,5.4
TX,Wharton (County),969,5715,228,14,82.7,3.3
TX,Wheeler (County),,4,,,100,
TX,Wichita (County),177,1375,78,10.9,84.4,4.8
TX,Wilbarger (County),,9,,,100,
TX,Willacy (County),229,1236,324,12.8,69.1,18.1
TX,Williamson (County),323,4836,96,6.1,92,1.8
TX,Wilson (County),40,292,21,11.3,82.7,5.9
TX,Wise (County),102,673,66,12.1,80,7.8
TX,Wood (County),49,223,42,15.6,71,13.4
TX,Yoakum (County),,3,,,100,
TX,Young (County),,7,,,100,
TX,Zapata (County),7,23,1,22.6,74.2,3.2
TX,Zavala (County),,1,,,100,
UT,Beaver (County),,1,,,100,
UT,Box Elder (County),,7,,,100,
UT,Cache (County),,20,,,100,
UT,Carbon (County),,10,,,100,
UT,Davis (County),5,140,4,3.4,94,2.7
UT,Duchesne (County),,1,,,100,
UT,Emery (County),,2,,,100,
UT,Garfield (County),,1,,,100,
UT,Iron (County),,5,,,100,
UT,Juab (County),,1,,,100,
UT,Morgan (County),,3,,,100,
UT,Salt Lake (County),110,1106,25,8.9,89.1,2
UT,San Juan (County),,1,,,100,
UT,Sanpete (County),,2,,,100,
UT,Sevier (County),,5,,,100,
UT,Summit (County),,2,,,100,
UT,Tooele (County),,5,,,100,
UT,Uintah (County),,6,,,100,
UT,Utah (County),,112,,,100,
UT,Wasatch (County),,5,,,100,
UT,Washington (County),,77,,,100,
UT,Weber (County),,96,,,100,
VA,Accomack (County),,17,,,100,
VA,Albemarle (County),23,298,4,7.1,91.7,1.2
VA,Alexandria,,58,,,100,
VA,Alleghany (County),,4,,,100,
VA,Amelia (County),,3,,,100,
VA,Amherst (County),,7,,,100,
VA,Appomattox (County),,3,,,100,
VA,Arlington (County),,124,,,100,
VA,Augusta (County),,52,,,100,
VA,Bath (County),,1,,,100,
VA,Bedford (County),,12,,,100,
VA,Bland (County),,2,,,100,
VA,Botetourt (County),,6,,,100,
VA,Bristol,,4,,,100,
VA,Brunswick (County),,3,,,100,
VA,Buchanan (County),,5,,,100,
VA,Buckingham (County),,4,,,100,
VA,Buena Vista,,2,,,100,
VA,Campbell (County),,19,,,100,
VA,Caroline (County),,9,,,100,
VA,Carroll (County),,6,,,100,
VA,Charles City (County),,3,,,100,
VA,Charlotte (County),,2,,,100,
VA,Charlottesville,,40,,,100,
VA,Chesapeake,81,674,8,10.6,88.3,1
VA,Chesterfield (County),,144,,,100,
VA,Clarke (County),,2,,,100,
VA,Colonial Heights,,7,,,100,
VA,Covington,,5,,,100,
VA,Culpeper (County),32,299,1,9.6,90.1,0.3
VA,Cumberland (County),,1,,,100,
VA,Danville,,40,,,100,
VA,Dickenson (County),,1,,,100,
VA,Dinwiddie (County),,9,,,100,
VA,Emporia,,4,,,100,
VA,Essex (County),,10,,,100,
VA,Fairfax,,8,,,100,
VA,Fairfax (County),,341,,,100,
VA,Falls Church,,3,,,100,
VA,Fauquier (County),,14,,,100,
VA,Floyd (County),,3,,,100,
VA,Fluvanna (County),92,787,10,10.3,88.5,1.1
VA,Franklin,,14,,,100,
VA,Franklin (County),,8,,,100,
VA,Frederick (County),,30,,,100,
VA,Fredericksburg,25,244,6,9.1,88.7,2.2
VA,Galax,,13,,,100,
VA,Giles (County),,3,,,100,
VA,Gloucester (County),,27,,,100,
VA,Goochland (County),69,518,5,11.7,87.5,0.8
VA,Grayson (County),,1,,,100,
VA,Greene (County),,4,,,100,
VA,Greensville (County),,6,,,100,
VA,Halifax (County),,39,,,100,
VA,Hampton,60,236,4,20,78.7,1.3
VA,Hanover (County),,93,,,100,
VA,Harrisonburg,,27,,,100,
VA,Henrico (County),,240,,,100,
VA,Henry (County),,28,,,100,
VA,Highland (County),,1,,,100,
VA,Hopewell,,39,,,100,
VA,Isle of Wight (County),,6,,,100,
VA,James City (County),,20,,,100,
VA,King George (County),13,140,1,8.4,90.9,0.6
VA,King William (County),,2,,,100,
VA,Lancaster (County),,3,,,100,
VA,Lee (County),,5,,,100,
VA,Lexington,,7,,,100,
VA,Loudoun (County),,85,,,100,
VA,Louisa (County),777,3621,69,17.4,81.1,1.5
VA,Lunenburg (County),,1,,,100,
VA,Lynchburg,,109,,,100,
VA,Madison (County),,4,,,100,
VA,Manassas,,23,,,100,
VA,Martinsville,,28,,,100,
VA,Mathews (County),,1,,,100,
VA,Mecklenburg (County),,24,,,100,
VA,Middlesex (County),,2,,,100,
VA,Montgomery (County),,24,,,100,
VA,Newport News,84,232,3,26.3,72.7,0.9
VA,Norfolk,107,725,4,12.8,86.7,0.5
VA,Northampton (County),,5,,,100,
VA,Nottoway (County),,3,,,100,
VA,Orange (County),57,454,6,11,87.8,1.2
VA,Page (County),,7,,,100,
VA,Patrick (County),,3,,,100,
VA,Petersburg,,69,,,100,
VA,Pittsylvania (County),,26,,,100,
VA,Poquoson,,2,,,100,
VA,Portsmouth,124,512,5,19.3,79.9,0.8
VA,Powhatan (County),,3,,,100,
VA,Prince Edward (County),,3,,,100,
VA,Prince George (County),,3,,,100,
VA,Prince William (County),,155,,,100,
VA,Pulaski (County),,19,,,100,
VA,Radford,,2,,,100,
VA,Rappahannock (County),,1,,,100,
VA,Richmond,,146,,,100,
VA,Richmond (County),,8,,,100,
VA,Roanoke,,99,,,100,
VA,Roanoke (County),,16,,,100,
VA,Rockbridge (County),,8,,,100,
VA,Rockingham (County),,38,,,100,
VA,Russell (County),,6,,,100,
VA,Salem,,34,,,100,
VA,Scott (County),,4,,,100,
VA,Shenandoah (County),,19,,,100,
VA,Smyth (County),,11,,,100,
VA,Southampton (County),,10,,,100,
VA,Spotsylvania (County),173,1434,17,10.7,88.3,1
VA,Stafford (County),,10,,,100,
VA,Staunton,,3,,,100,
VA,Suffolk,43,351,13,10.6,86.2,3.2
VA,Sussex (County),,5,,,100,
VA,Tazewell (County),,21,,,100,
VA,Virginia Beach,914,2096,44,29.9,68.6,1.4
VA,Warren (County),,6,,,100,
VA,Washington (County),,44,,,100,
VA,Westmoreland (County),,2,,,100,
VA,Winchester,,56,,,100,
VA,Wise (County),,19,,,100,
VA,Wythe (County),,11,,,100,
VA,York (County),,22,,,100,
VT,Addison (County),58,198,4,22.3,76.2,1.5
VT,Bennington (County),84,414,9,16.6,81.7,1.8
VT,Caledonia (County),72,359,8,16.4,81.8,1.8
VT,Chittenden (County),100,585,2,14.6,85.2,0.3
VT,Essex (County),14,30,,31.8,68.2,
VT,Franklin (County),34,225,2,13,86.2,0.8
VT,Grand Isle (County),22,192,1,10.2,89.3,0.5
VT,Lamoille (County),19,91,,17.3,82.7,
VT,Orange (County),61,228,2,21,78.4,0.7
VT,Orleans (County),22,123,,15.2,84.8,
VT,Rutland (County),195,973,18,16.4,82,1.5
VT,Washington (County),536,1060,17,33.2,65.7,1.1
VT,Windham (County),298,1197,23,19.6,78.9,1.5
VT,Windsor (County),463,1429,24,24.2,74.6,1.3
WA,Adams (County),,1,,,100,
WA,Asotin (County),,4,,,100,
WA,Benton (County),,73,,,100,
WA,Chelan (County),,21,,,100,
WA,Clark (County),,57,,,100,
WA,Cowlitz (County),,5,,,100,
WA,Douglas (County),,2,,,100,
WA,Franklin (County),,29,,,100,
WA,Grant (County),,16,,,100,
WA,Grays Harbor (County),,8,,,100,
WA,Island (County),,5,,,100,
WA,Jefferson (County),,1,,,100,
WA,King (County),,284,,,100,
WA,Kitsap (County),,14,,,100,
WA,Kittitas (County),,7,,,100,
WA,Klickitat (County),,1,,,100,
WA,Lewis (County),,4,,,100,
WA,Mason (County),,2,,,100,
WA,Pierce (County),,129,,,100,
WA,Sauk-Suiattle Indian Reservation,,11,,,100,
WA,Skagit (County),,13,,,100,
WA,Snohomish (County),24,1061,4,2.2,97.4,0.4
WA,Spokane (County),,73,,,100,
WA,Stevens (County),,1,,,100,
WA,Thurston (County),,26,,,100,
WA,Walla Walla (County),,12,,,100,
WA,Whatcom (County),,22,,,100,
WA,Whitman (County),,2,,,100,
WA,Yakima (County),,73,,,100,
WI,Adams (County),,4,,,100,
WI,Ashland (County),,7,,,100,
WI,Barron (County),,14,,,100,
WI,Bayfield (County),,2,,,100,
WI,Brown (County),,197,,,100,
WI,Burnett (County),,3,,,100,
WI,Calumet (County),,10,,,100,
WI,Chippewa (County),,19,,,100,
WI,Clark (County),,9,,,100,
WI,Columbia (County),,15,,,100,
WI,Crawford (County),16,97,2,13.9,84.3,1.7
WI,Dane (County),234,1267,12,15.5,83.7,0.8
WI,Dodge (County),,56,,,100,
WI,Door (County),,12,,,100,
WI,Douglas (County),,11,,,100,
WI,Dunn (County),,8,,,100,
WI,Eau Claire (County),,69,,,100,
WI,Florence (County),,1,,,100,
WI,Fond du Lac (County),,55,,,100,
WI,Forest (County),,2,,,100,
WI,Grant (County),33,183,,15.3,84.7,
WI,Green (County),,13,,,100,
WI,Green Lake (County),,4,,,100,
WI,Iowa (County),,6,,,100,
WI,Iron (County),,6,,,100,
WI,Jackson (County),,5,,,100,
WI,Jefferson (County),,26,,,100,
WI,Juneau (County),54,365,12,12.5,84.7,2.8
WI,Kenosha (County),,141,,,100,
WI,Kewaunee (County),,10,,,100,
WI,La Crosse (County),8,131,2,5.7,92.9,1.4
WI,Lafayette (County),,2,,,100,
WI,Langlade (County),,8,,,100,
WI,Lincoln (County),,25,,,100,
WI,Manitowoc (County),,30,,,100,
WI,Marathon (County),,112,,,100,
WI,Marinette (County),,23,,,100,
WI,Marquette (County),17,110,5,12.9,83.3,3.8
WI,Menominee (County),,1,,,100,
WI,Milwaukee (County),7118,26050,64,21.4,78.4,0.2
WI,Monroe (County),52,222,5,18.6,79.6,1.8
WI,Oconto (County),,11,,,100,
WI,Oneida (County),,30,,,100,
WI,Outagamie (County),,145,,,100,
WI,Ozaukee (County),,84,,,100,
WI,Pepin (County),,1,,,100,
WI,Pierce (County),,13,,,100,
WI,Polk (County),,13,,,100,
WI,Portage (County),,33,,,100,
WI,Racine (County),,127,,,100,
WI,Richland (County),14,53,,20.9,79.1,
WI,Rock (County),,78,,,100,
WI,Rusk (County),,5,,,100,
WI,Sauk (County),62,204,5,22.9,75.3,1.8
WI,Sawyer (County),,6,,,100,
WI,Shawano (County),,28,,,100,
WI,Sheboygan (County),,77,,,100,
WI,St. Croix (County),,13,,,100,
WI,Taylor (County),,12,,,100,
WI,Trempealeau (County),,7,,,100,
WI,Vernon (County),109,321,6,25,73.6,1.4
WI,Vilas (County),,9,,,100,
WI,Walworth (County),,40,,,100,
WI,Washburn (County),,4,,,100,
WI,Washington (County),,55,,,100,
WI,Waukesha (County),,276,,,100,
WI,Waupaca (County),,40,,,100,
WI,Waushara (County),,4,,,100,
WI,Winnebago (County),,95,,,100,
WI,Wood (County),,64,,,100,
WV,Berkeley (County),,53,,,100,
WV,Boone (County),15,195,21,6.5,84.4,9.1
WV,Brooke (County),,26,,,100,
WV,Cabell (County),21,193,13,9.3,85,5.7
WV,Clay (County),299,744,59,27.1,67.5,5.4
WV,Fayette (County),242,1215,130,15.2,76.6,8.2
WV,Gilmer (County),,1,,,100,
WV,Grant (County),,10,,,100,
WV,Greenbrier (County),923,2034,149,29.7,65.5,4.8
WV,Hampshire (County),,9,,,100,
WV,Hancock (County),,28,,,100,
WV,Hardy (County),,1,,,100,
WV,Harrison (County),26,131,7,15.9,79.9,4.3
WV,Jackson (County),12,145,6,7.4,89,3.7
WV,Jefferson (County),,13,,,100,
WV,Kanawha (County),1048,2355,160,29.4,66.1,4.5
WV,Lewis (County),3,53,1,5.3,93,1.8
WV,Lincoln (County),109,390,31,20.6,73.6,5.8
WV,Logan (County),385,958,59,27.5,68.3,4.2
WV,Marion (County),138,451,21,22.6,73.9,3.4
WV,Marshall (County),55,217,3,20,78.9,1.1
WV,Mason (County),3,95,2,3,95,2
WV,McDowell (County),177,604,73,20.7,70.7,8.5
WV,Mercer (County),142,634,47,17.3,77,5.7
WV,Mineral (County),,12,,,100,
WV,Mingo (County),147,474,107,20.2,65.1,14.7
WV,Monongalia (County),,135,,,100,
WV,Monroe (County),27,148,10,14.6,80,5.4
WV,Morgan (County),,2,,,100,
WV,Nicholas (County),294,1294,135,17.1,75.1,7.8
WV,Ohio (County),,61,,,100,
WV,Pendleton (County),,3,,,100,
WV,Pocahontas (County),19,128,8,12.3,82.6,5.2
WV,Preston (County),5,27,2,14.7,79.4,5.9
WV,Putnam (County),,16,,,100,
WV,Raleigh (County),227,1101,75,16.2,78.5,5.3
WV,Randolph (County),,9,,,100,
WV,Ritchie (County),,3,,,100,
WV,Roane (County),101,302,12,24.3,72.8,2.9
WV,Summers (County),50,225,34,16.2,72.8,11
WV,Taylor (County),12,18,,40,60,
WV,Tyler (County),8,77,5,8.9,85.6,5.6
WV,Upshur (County),,5,,,100,
WV,Wayne (County),109,459,72,17,71.7,11.2
WV,Webster (County),142,402,35,24.5,69.4,6
WV,Wetzel (County),75,148,17,31.2,61.7,7.1
WV,Wood (County),16,204,14,6.8,87.2,6
WV,Wyoming (County),137,344,10,27.9,70.1,2
WY,Big Horn (County),,1,,,100,
WY,Campbell (County),,8,,,100,
WY,Carbon (County),,3,,,100,
WY,Converse (County),,7,,,100,
WY,Crook (County),,2,,,100,
WY,Fremont (County),,5,,,100,
WY,Goshen (County),,3,,,100,
WY,Hot Springs (County),,1,,,100,
WY,Johnson (County),6,127,3,4.4,93.4,2.2
WY,Laramie (County),,28,,,100,
WY,Lincoln (County),,1,,,100,
WY,Natrona (County),,35,,,100,
WY,Niobrara (County),65,108,7,36.1,60,3.9
WY,Park (County),,3,,,100,
WY,Platte (County),,3,,,100,
WY,Sheridan (County),,4,,,100,
WY,Sublette (County),,1,,,100,
WY,Sweetwater (County),,7,,,100,
WY,Teton (County),,1,,,100,
WY,Uinta (County),,1,,,100,
WY,Washakie (County),,8,,,100,
WY,Weston (County),,1,,,100,
