GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat
54087,White,White,96.84,0.06,0.16,0,1.14,6,rural
54089,White,White,91.88,4.48,0,0,1.48,6,rural
54091,White,White,95.48,1.29,0.31,0,1.01,5,rural
54093,White,White,97.26,0.24,0.54,0,0.34,6,rural
54095,White,White,97.47,0.36,0.7,0,0.35,6,rural
54097,White,White,95.91,1.84,0.18,0,1.36,6,rural
54099,White,White,97.31,0.86,0.28,0,0.66,3,suburban
54101,White,White,99.59,0.02,0,0.04,0.06,6,rural
54103,White,White,96.92,1.06,0,0,0.86,6,rural
54105,White,White,98.91,0.45,0,0,0.47,4,suburban
54107,White,White,95.16,1.42,0.51,0.06,1.15,4,suburban
54109,White,White,97.15,1.23,0.25,0,0.31,6,rural
55001,White,White,90.44,2.75,0.66,0.01,3.94,6,rural
55003,White,White,82.37,0.74,0.47,0.04,2.88,6,rural
55005,White,White,93.3,1.52,0.69,0,2.5,6,rural
55007,White,White,84.57,0.83,0.48,0,2,6,rural
55009,White,White,80.84,2.37,3.22,0.01,8.61,3,suburban
55011,White,White,95.7,0.72,0.08,0,2.16,6,rural
55013,White,White,90.37,0.56,0.34,0.01,1.86,6,rural
55015,White,White,90.91,0.84,2.41,0,4.29,4,suburban
55017,White,White,93.56,1.57,1.35,0,1.78,4,suburban
55019,White,White,93.06,0.28,0.39,0,4.69,6,rural
55021,White,White,92.64,1.34,0.76,0.03,3.4,3,suburban
55023,White,White,94.38,1.91,0.54,0,1.54,6,rural
55025,White,White,79.53,5.07,5.91,0.04,6.35,3,suburban
55027,White,White,89.9,2.78,0.6,0.03,4.79,5,rural
55029,White,White,93.83,0.64,0.5,0,3.13,6,rural
55031,White,White,91.62,1.4,1.24,0,1.61,3,suburban
55033,White,White,92.74,0.62,2.6,0.08,1.89,5,rural
55035,White,White,89.99,1.19,4.08,0.36,2.48,4,suburban
55037,White,White,97.06,0.3,0,0,1.37,5,rural
55039,White,White,89.61,1.4,1.24,0.03,5.15,4,suburban
55041,White,White,79.01,0.86,0.61,0.06,2.5,6,rural
55043,White,White,95.05,1.48,0.97,0,1.68,5,rural
55045,White,White,94.31,0.58,0.64,0.05,3.05,3,suburban
55047,White,White,92.27,0.57,0.73,0,4.92,6,rural
55049,White,White,95.28,0.89,0.68,0.09,1.8,3,suburban
55051,White,White,95.41,0.12,0.49,0,1.37,6,rural
55053,White,White,86.08,2.03,0.4,0,3.45,6,rural
55055,White,White,89.61,0.73,0.63,0,7.07,5,rural
55057,White,White,91.56,2.27,0.56,0.02,3.09,6,rural
55059,White,White,75.83,7.22,1.56,0.03,13.07,2,urban
55061,White,White,94.45,0.73,0.3,0,3.03,3,suburban
55063,White,White,89.85,1.53,4.38,0.01,1.92,4,suburban
55065,White,White,94.1,0.6,0.53,0,3.9,6,rural
55067,White,White,93.83,1.25,0.22,0.02,1.97,6,rural
55069,White,White,95.4,0.72,0.39,0,1.58,5,rural
55071,White,White,90.53,0.97,2.73,0,4.01,5,rural
55073,White,White,88.67,0.57,5.78,0.07,2.79,4,suburban
55075,White,White,95.26,0.74,0.32,0.04,1.75,5,rural
55077,White,White,93.28,0.68,0.55,0,3.4,6,rural
55078,White,Non-White,10.07,0.29,0.15,0,6.06,5,rural
55079,White,White,51.24,26.06,4.28,0.02,15,1,urban
55081,White,White,90.5,1.75,0.91,0.02,4.59,6,rural
55083,White,White,94.96,0.43,0.39,0,1.79,3,suburban
55085,White,White,94.85,0.64,0.39,0.04,1.54,6,rural
55087,White,White,87.53,1.39,3.45,0.03,4.31,4,suburban
55089,White,White,91.47,1.21,2.09,0.08,2.94,2,urban
55091,White,White,96.39,0.29,0.3,0.11,1.86,6,rural
55093,White,White,94.1,0.51,1.26,0.02,2.15,2,urban
55095,White,White,94.99,0.41,0.51,0.09,1.9,6,rural
55097,White,White,91.04,0.8,2.96,0.01,3.22,5,rural
55099,White,White,94.07,0.83,0.6,0.85,1.77,6,rural
55101,White,White,71.95,11.05,1.28,0.05,13.11,4,suburban
55103,White,White,94.59,0.88,0.71,0,2.32,6,rural
55105,White,White,82.83,4.31,1.24,0.01,8.7,4,suburban
55107,White,White,94.72,0.64,0.01,0.13,1.91,6,rural
55109,White,White,93.91,0.8,0.97,0,2.4,2,urban
55111,White,White,90.85,0.82,0.61,0,5.13,5,rural
55113,White,White,76.69,0.26,0.56,0.04,2.74,6,rural
55115,White,White,86.65,0.4,0.4,0.02,2.8,5,rural
55117,White,White,84.23,1.92,5.71,0,6.37,4,suburban
55119,White,White,95.87,0.25,0.23,0,2.08,6,rural
55121,White,White,89.53,0.51,0.43,0,8.4,6,rural
55123,White,White,96.25,0.31,0.45,0.04,1.58,6,rural
55125,White,White,84.8,0.32,0.6,0.05,2.6,6,rural
55127,White,White,85.44,0.88,0.92,0.05,11.09,5,rural
55129,White,White,94.17,0.29,0.64,0.29,1.84,6,rural
55131,White,White,92.86,1.31,1.3,0.03,3.16,2,urban
55133,White,White,88.55,1.57,3.51,0.04,4.72,2,urban
55135,White,White,94.27,0.6,0.42,0.01,3.13,6,rural
55137,White,White,89.41,1.41,0.35,0.02,6.37,6,rural
55139,White,White,88.65,2.24,2.79,0.08,4.12,4,suburban
55141,White,White,92.24,0.7,2.04,0.02,2.98,5,rural
56001,White,White,82.48,1.5,3.27,0.03,9.53,5,rural
56003,White,White,87.75,0.44,0.49,0.04,8.97,6,rural
56005,White,White,87.29,0.36,0.52,0.16,8.67,5,rural
56007,White,White,77.22,1.07,0.92,0.05,18.22,6,rural
56009,White,White,88.69,0,0.23,0,8.1,6,rural
56011,White,White,94.29,0.13,0.68,0,1.41,6,rural
56013,White,White,69.73,0.54,0.42,0.02,6.93,5,rural
56015,White,White,85.84,0.31,0.84,0.22,10.59,6,rural
56017,White,White,92.58,0,0,0,3.8,6,rural
56019,White,White,91.46,0.58,0,0,2.73,6,rural
56021,White,White,78.85,1.99,1.18,0.11,14.62,4,suburban
56023,White,White,92.18,0.05,0.28,0,4.57,6,rural
56025,White,White,86.69,1.08,0.58,0.17,8.45,4,suburban
56027,White,White,90.63,0.58,0,1.03,3.92,6,rural
56029,White,White,91.05,0.67,0.53,0,5.44,6,rural
56031,White,White,88.5,0.01,1.17,0,8.13,6,rural
56033,White,White,91.68,0.22,0.67,0,4.22,5,rural
56035,White,White,89.27,0,0.07,0,7.3,6,rural
56037,White,White,79.56,1.12,0.74,0.03,15.88,5,rural
56039,White,White,81.34,1.24,1.25,0.12,15.03,5,rural
56041,White,White,87.52,0.11,0.16,0,9.13,5,rural
56043,White,White,81.9,0.04,0,0,14.23,6,rural
56045,White,White,96.37,0.23,0.77,0.11,1.08,6,rural
72001,Hispanic,Non-White,0.3,0,0,0,99.66,NA,NA
72003,Hispanic,Non-White,6.72,0.05,0,0,92.48,NA,NA
72005,Hispanic,Non-White,1.56,0.16,0.11,0.02,97.58,NA,NA
72007,Hispanic,Non-White,0.35,0,0,0,99.65,NA,NA
72009,Hispanic,Non-White,0.18,0,0.08,0,99.63,NA,NA
72011,Hispanic,Non-White,4.36,0,0,0,95.11,NA,NA
72013,Hispanic,Non-White,0.6,0.05,0,0,99.2,NA,NA
72015,Hispanic,Non-White,0.15,0,0,0,99.85,NA,NA
72017,Hispanic,Non-White,0.27,0,0,0,99.5,NA,NA
72019,Hispanic,Non-White,0.12,0,0,0,99.88,NA,NA
72021,Hispanic,Non-White,0.67,0.14,0.08,0,98.94,NA,NA
72023,Hispanic,Non-White,0.28,0,0.07,0,99.62,NA,NA
72025,Hispanic,Non-White,1.07,0.07,0.02,0,98.59,NA,NA
72027,Hispanic,Non-White,1.03,0.07,0,0,98.9,NA,NA
72029,Hispanic,Non-White,0.07,0.04,0.08,0,99.79,NA,NA
72031,Hispanic,Non-White,0.7,0.16,0.17,0,98.82,NA,NA
72033,Hispanic,Non-White,0.9,0,0.04,0,98.99,NA,NA
72035,Hispanic,Non-White,0.34,0,0.2,0,99.4,NA,NA
72037,Hispanic,Non-White,1.18,0.11,0,0,98.39,NA,NA
72039,Hispanic,Non-White,0.86,0,0,0,99.14,NA,NA
72041,Hispanic,Non-White,0.34,0.15,0.16,0,99.34,NA,NA
72043,Hispanic,Non-White,0.63,0.03,0,0,99.34,NA,NA
72045,Hispanic,Non-White,0.52,0,0,0,99.4,NA,NA
72047,Hispanic,Non-White,0.94,0,0,0,98.96,NA,NA
72049,Hispanic,Non-White,7.4,0,0.84,0,91.38,NA,NA
72051,Hispanic,Non-White,2.1,0,0.1,0,97.8,NA,NA
72053,Hispanic,Non-White,0.35,0.2,0.22,0,99.04,NA,NA
72054,Hispanic,Non-White,1.14,0,0,0,98.86,NA,NA
72055,Hispanic,Non-White,0.82,0,0,0,98.98,NA,NA
72057,Hispanic,Non-White,0.77,0.19,0,0,98.97,NA,NA
72059,Hispanic,Non-White,0.44,0,0.15,0,99.4,NA,NA
72061,Hispanic,Non-White,1.27,0.13,0.03,0,98.4,NA,NA
72063,Hispanic,Non-White,1.95,0.55,0.07,0,96.86,NA,NA
72065,Hispanic,Non-White,0.2,0.08,0,0,99.63,NA,NA
72067,Hispanic,Non-White,0.13,0.04,0,0,99.83,NA,NA
72069,Hispanic,Non-White,0.65,0.04,0.22,0,98.96,NA,NA
72071,Hispanic,Non-White,0.85,0.18,0,0,98.6,NA,NA
72073,Hispanic,Non-White,0.33,0,0,0,99.67,NA,NA
72075,Hispanic,Non-White,0.18,0.01,0,0,99.79,NA,NA
72077,Hispanic,Non-White,0.62,0,0,0,99.33,NA,NA
72079,Hispanic,Non-White,0.53,0,0,0,98.76,NA,NA
72081,Hispanic,Non-White,0.25,0,0,0,99.47,NA,NA
72083,Hispanic,Non-White,0.42,0,0,0,99.58,NA,NA
72085,Hispanic,Non-White,0.07,0.11,0,0,99.72,NA,NA
72087,Hispanic,Non-White,0.05,0.08,0.16,0,99.71,NA,NA
72089,Hispanic,Non-White,0.91,0.04,0,0,98.73,NA,NA
72091,Hispanic,Non-White,1.39,0.32,0.04,0,97.81,NA,NA
72093,Hispanic,Non-White,0.89,0,0,0,99.11,NA,NA
72095,Hispanic,Non-White,1.16,0,0,0,98.84,NA,NA
72097,Hispanic,Non-White,0.54,0.09,0.05,0,99.17,NA,NA
72099,Hispanic,Non-White,0.31,0.14,0.08,0,99.27,NA,NA
72101,Hispanic,Non-White,0.3,0.06,0,0,99.58,NA,NA
72103,Hispanic,Non-White,0.63,0,0,0,99.23,NA,NA
72105,Hispanic,Non-White,0.02,0,0,0,99.98,NA,NA
72107,Hispanic,Non-White,0.25,0.12,0,0,99.63,NA,NA
72109,Hispanic,Non-White,0.19,0,0,0,99.81,NA,NA
72111,Hispanic,Non-White,0.38,0,0,0,99.5,NA,NA
72113,Hispanic,Non-White,0.64,0.07,0,0,99.21,NA,NA
72115,Hispanic,Non-White,0.91,0.39,0,0,98.42,NA,NA
72117,Hispanic,Non-White,9.95,0.12,0,0,88.34,NA,NA
72119,Hispanic,Non-White,0.67,0.09,0,0,99.13,NA,NA
72121,Hispanic,Non-White,0.26,0.01,0,0,99.68,NA,NA
72123,Hispanic,Non-White,0.06,0.06,0.12,0,99.75,NA,NA
72125,Hispanic,Non-White,0.48,0,0,0,99.45,NA,NA
72127,Hispanic,Non-White,1.51,0.18,0.24,0,97.95,NA,NA
72129,Hispanic,Non-White,0.05,0.05,0.13,0,99.77,NA,NA
72131,Hispanic,Non-White,2.71,0,0.04,0,96.57,NA,NA
72133,Hispanic,Non-White,0.45,0,0,0,99.55,NA,NA
72135,Hispanic,Non-White,0.82,0.14,0.37,0.01,98.62,NA,NA
72137,Hispanic,Non-White,1.13,0.12,0,0,98.66,NA,NA
72139,Hispanic,Non-White,0.76,0.02,0,0,99.15,NA,NA
72141,Hispanic,Non-White,0.53,0.08,0,0,99.24,NA,NA
72143,Hispanic,Non-White,0.88,0.37,0,0,98.42,NA,NA
72145,Hispanic,Non-White,2.96,0.02,0,0,96.74,NA,NA
72147,Hispanic,Non-White,5.07,0,0,0,94.93,NA,NA
72149,Hispanic,Non-White,0.17,0.08,0,0,99.75,NA,NA
72151,Hispanic,Non-White,0.05,0,0.03,0,99.92,NA,NA
72153,Hispanic,Non-White,0.33,0.05,0.02,0,99.36,NA,NA
